latitude,longitude,price,open_days,RestaurantsTakeOut,RestaurantsDelivery,RestaurantsReservations,OutdoorSeating,BusinessAcceptsCreditCards,BikeParking,GoodForKids,HasTV,price_missing,RestaurantsTakeOut_missing,RestaurantsDelivery_missing,RestaurantsReservations_missing,OutdoorSeating_missing,BusinessAcceptsCreditCards_missing,BikeParking_missing,GoodForKids_missing,HasTV_missing,c_fast_food,c_pizza,c_coffee,c_bars,c_breakfast,c_sandwiches,p_rev_cnt,p_avg_rate,p_std_rate,p_use_mean,p_fun_mean,p_cool_mean,days_since_last,p_neg_share,p_pos_share,p_chkin_cnt,no_past_reviews,target
39.9542146,-75.1697856,1.0,5,1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,3.0,1.4142135623730951,0.5,0.0,1.0,815.0,0.25,0.5,3.0,0,0
39.9262649,-75.1659695,2.0,7,1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,10.0,4.7,0.6749485577105531,0.7,0.8,0.5,214.0,0.0,0.9,5.0,0,0
40.086125,-75.044986,1.0,7,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50.0,2.6,1.616244071283537,1.38,0.54,0.2,93.0,0.52,0.34,44.0,0,0
39.9703702755,-75.1795366775,1.0,7,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,101.0,4.2772277227722775,0.9810077663422253,1.0198019801980198,0.9306930693069307,0.8316831683168316,2.0,0.06930693069306931,0.8217821782178217,128.0,0,0
39.953329152,-75.1707119192,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.0,3.6666666666666665,1.3938641048743392,1.4166666666666667,0.3611111111111111,0.3888888888888889,322.0,0.2222222222222222,0.6111111111111112,38.0,0,0
39.948124,-75.152821,1.0,7,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,109.0,4.467889908256881,0.8340975089485947,0.8165137614678899,0.12844036697247707,0.3761467889908257,66.0,0.027522935779816515,0.8623853211009175,216.0,0,1
39.9444863,-75.1728574,1.0,7,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,27.0,3.814814814814815,1.03912082058444,2.5925925925925926,0.8888888888888888,1.4074074074074074,1616.0,0.07407407407407407,0.6296296296296297,43.0,0,0
39.9386746,-75.1531814,2.0,7,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,6.0,5.0,0.0,0.5,0.0,0.5,105.0,0.0,1.0,2.0,0,1
39.9451201,-75.1788226,1.0,7,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,3.0208333333333335,1.3913040466966988,1.0416666666666667,0.20833333333333334,0.7708333333333334,31.0,0.3333333333333333,0.4375,56.0,0,0
39.9534403364,-75.1883720979,2.0,6,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0.0,3.0,0.0,0.0,0.0,0.0,4355.0,0.0,0.0,0.0,1,1
39.9547220185,-75.1684962,1.0,7,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16.0,2.875,1.5000000000000002,1.0625,0.75,0.3125,7.0,0.4375,0.375,61.0,0,0
39.9369392,-75.1584414,2.0,4,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,4.636363636363637,0.8528028654224418,1.7424242424242424,0.3181818181818182,0.45454545454545453,63.0,0.06060606060606061,0.9242424242424242,64.0,0,0
40.0381549,-75.1769466,2.0,6,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3.65,1.3484884325167863,3.6,1.55,1.9,27.0,0.2,0.6,29.0,0,0
39.9636975,-75.1961457,1.0,0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,3.0,3.3333333333333335,0.5773502691896258,2.0,0.3333333333333333,2.6666666666666665,544.0,0.0,0.3333333333333333,3.0,0,0
39.9664506632,-75.1455635682,2.0,6,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,150.0,4.3533333333333335,1.081489568512288,1.2133333333333334,0.44,0.42,22.0,0.06666666666666667,0.8466666666666667,194.0,0,0
40.0718679468,-75.0304493308,2.0,7,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,3.6666666666666665,1.5788456616111677,1.5416666666666667,0.75,0.20833333333333334,114.0,0.2916666666666667,0.6666666666666666,42.0,0,0
39.9536784,-75.2027865,2.0,6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38.0,4.2368421052631575,1.1725281193266386,0.5,0.21052631578947367,0.10526315789473684,49.0,0.07894736842105263,0.8157894736842105,28.0,0,1
39.9241471,-75.1700767,1.0,7,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118.0,4.262711864406779,1.157863978708797,0.7288135593220338,0.3220338983050847,0.2966101694915254,66.0,0.09322033898305085,0.847457627118644,141.0,0,0
40.0731087397,-75.1946631098,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,3.6470588235294117,0.8617697249402124,0.5882352941176471,0.23529411764705882,0.5294117647058824,3.0,0.11764705882352941,0.6470588235294118,28.0,0,0
40.040781,-75.0478131,2.0,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,3.641025641025641,1.2873305608931402,2.4615384615384617,0.5128205128205128,0.41025641025641024,29.0,0.20512820512820512,0.5897435897435898,36.0,0,0
39.9416062,-75.163026,1.0,6,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0,4.099547511312217,1.235479212788469,0.7058823529411765,0.2986425339366516,0.36199095022624433,2.0,0.12217194570135746,0.7873303167420814,322.0,0,0
39.9881000819,-75.1282148436,2.0,6,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17.0,4.588235294117647,0.7952062255644572,1.0588235294117647,0.35294117647058826,0.7058823529411765,33.0,0.058823529411764705,0.9411764705882353,4.0,0,1
40.0795109,-75.173133,2.0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,3.3636363636363638,1.5597757636597744,1.2272727272727273,0.5454545454545454,0.22727272727272727,77.0,0.3181818181818182,0.6363636363636364,13.0,0,0
39.992755,-75.097634,1.0,7,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.0,2.4285714285714284,1.3972762620115435,1.0,1.0,0.2857142857142857,190.0,0.5714285714285714,0.14285714285714285,15.0,0,0
40.0352619,-75.0817953,2.0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,7.0,3.142857142857143,1.5735915849388864,1.1428571428571428,0.0,0.0,232.0,0.42857142857142855,0.42857142857142855,3.0,0,0
39.9591692932,-75.1984187251,1.0,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.0,3.6184210526315788,1.2656135361417045,1.236842105263158,0.5592105263157895,0.5723684210526315,458.0,0.19078947368421054,0.618421052631579,142.0,0,0
39.9497563,-75.1480623,2.0,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9.0,4.222222222222222,1.3017082793177757,2.7777777777777777,0.3333333333333333,0.6666666666666666,1.0,0.2222222222222222,0.7777777777777778,4.0,0,0
39.92966,-75.163003,3.0,4,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.0,4.552407932011332,0.8000008047897063,0.9943342776203966,0.3031161473087819,0.45325779036827196,29.0,0.036827195467422094,0.8951841359773371,323.0,0,1
40.062785,-75.237447,2.0,7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,4.571428571428571,0.8649394780861143,2.8701298701298703,0.7532467532467533,1.948051948051948,4.0,0.03896103896103896,0.9090909090909091,68.0,0,0
39.9423842,-75.1507361,2.0,6,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,3.0,0.0,0.0,0.0,0.0,4355.0,0.0,0.0,0.0,1,1
39.9723048,-75.1256685,1.0,7,1.0,1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,6.0,3.0,1.2649110640673518,0.6666666666666666,0.3333333333333333,0.0,1196.0,0.3333333333333333,0.5,53.0,0,0
39.941934,-75.149329,2.0,6,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,103.0,3.233009708737864,1.2772817606085385,0.8349514563106796,0.1553398058252427,0.23300970873786409,1667.0,0.30097087378640774,0.49514563106796117,116.0,0,0
39.9634523,-75.1744675,1.0,7,1.0,1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,19.0,3.5789473684210527,1.121298328510512,0.9473684210526315,0.05263157894736842,0.3157894736842105,36.0,0.15789473684210525,0.5789473684210527,26.0,0,0
39.9583587,-75.1953934,1.0,7,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.0,4.496815286624204,0.9649246271989733,1.4968152866242037,0.7707006369426752,0.9363057324840764,59.0,0.05732484076433121,0.89171974522293,92.0,0,1
40.0742819,-75.0331506,1.0,7,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10.0,2.4,1.7126976771553504,0.9,0.3,0.2,12.0,0.6,0.3,14.0,0,0
40.043998,-75.190724,1.0,7,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,130.0,2.8230769230769233,1.6016725009309867,1.1923076923076923,0.34615384615384615,0.2076923076923077,11.0,0.46923076923076923,0.4461538461538462,134.0,0,0
39.9490512,-75.159888,2.0,7,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,491.0,4.219959266802444,1.106792017393508,0.8818737270875764,0.2708757637474542,0.5967413441955194,0.0,0.09775967413441955,0.8044806517311609,656.0,0,1
40.030102,-75.064457,1.0,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,2.9285714285714284,1.8999710813299526,3.5714285714285716,1.0,1.0,324.0,0.5,0.5,18.0,0,0
39.944303,-75.172771,2.0,6,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,4.274193548387097,0.9084188179524647,0.8225806451612904,0.27419354838709675,0.5645161290322581,1346.0,0.06451612903225806,0.8709677419354839,113.0,0,0
39.9553668,-75.1566243,2.0,7,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,4.17741935483871,1.1238720180971993,1.0806451612903225,0.16129032258064516,0.5483870967741935,28.0,0.11290322580645161,0.8225806451612904,144.0,0,1
40.0479243,-75.0584606,1.0,7,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75.0,3.28,1.4100028752127096,0.76,0.38666666666666666,0.41333333333333333,427.0,0.32,0.52,181.0,0,0
39.9510812,-75.198746,1.0,7,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65.0,3.6307692307692307,1.2192368357043932,0.9692307692307692,0.26153846153846155,0.35384615384615387,255.0,0.23076923076923078,0.7076923076923077,366.0,0,0
39.93888,-75.1524835,2.0,0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0,3.210526315789474,1.5839103288458478,1.736842105263158,0.21052631578947367,0.5789473684210527,2813.0,0.3684210526315789,0.47368421052631576,5.0,0,0
39.9239862957,-75.1425339189,1.0,7,1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,65.0,1.0,0.0,1.0,0,0
40.1030393,-75.0302343,1.0,7,-1.0,-1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,22.0,3.409090909090909,1.7904266825613682,2.6818181818181817,0.5,0.7272727272727273,29.0,0.3181818181818182,0.5909090909090909,19.0,0,0
39.9111935,-75.1701086,2.0,0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,9.0,3.4444444444444446,1.4240006242195884,1.3333333333333333,0.2222222222222222,0.0,1295.0,0.2222222222222222,0.7777777777777778,8.0,0,0
40.0691393,-75.0518078,1.0,6,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,2.2222222222222223,1.5634719199411433,0.1111111111111111,0.2222222222222222,0.2222222222222222,177.0,0.5555555555555556,0.2222222222222222,2.0,0,0
40.085707,-75.038427,2.0,0,1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,8.0,2.875,1.6420805617960927,1.875,1.125,1.625,3697.0,0.375,0.5,0.0,0,0
40.0498721,-75.0950258,2.0,6,1.0,1.0,0.0,-1.0,1.0,-1.0,1.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,25.0,3.04,1.540562667772179,1.08,0.24,0.2,33.0,0.36,0.48,24.0,0,0
39.9461554,-75.1688026,1.0,6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,3.875,1.0878112581387147,0.625,0.25,0.25,807.0,0.0625,0.6875,39.0,0,0
39.9829369,-75.1547321,1.0,5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,4.909090909090909,0.30151134457776363,1.2727272727272727,0.09090909090909091,0.18181818181818182,1319.0,0.0,1.0,23.0,0,0
40.0598020862,-75.052062021,2.0,7,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,15.0,4.0,1.3093073414159542,0.7333333333333333,0.26666666666666666,0.26666666666666666,25.0,0.13333333333333333,0.6666666666666666,1.0,0,0
40.0273628392,-75.0379283354,2.0,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,48.0,4.8125,0.5707870639217618,0.9583333333333334,0.125,0.4791666666666667,2.0,0.020833333333333332,0.9583333333333334,27.0,0,0
39.9957429,-75.1396593,2.0,5,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3.0,3.3333333333333335,1.1547005383792517,1.3333333333333333,0.6666666666666666,0.3333333333333333,640.0,0.3333333333333333,0.6666666666666666,3.0,0,0
39.9813918503,-75.1534097959,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.6,1.9493588689617927,3.6,1.4,1.0,122.0,0.4,0.6,7.0,0,0
40.0368847,-75.0884941,1.0,0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,1.1547005383792515,0.5,0.0,0.0,342.0,0.0,0.5,1.0,0,0
39.9365822,-75.1626553,2.0,6,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,125.0,4.64,0.7971724223577622,1.296,0.288,0.768,9.0,0.04,0.928,342.0,0,1
39.9685508,-75.1748743,2.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,246.0,3.6666666666666665,1.0432810619146022,0.8658536585365854,0.24390243902439024,0.43902439024390244,47.0,0.14634146341463414,0.6382113821138211,737.0,0,0
40.0324827851,-75.2144303178,2.0,7,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.0,3.5609756097560976,1.0735171281308202,0.5853658536585366,0.17073170731707318,0.2682926829268293,200.0,0.14634146341463414,0.5609756097560976,50.0,0,0
39.9539683,-75.1570234,2.0,6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,4.25,0.9539392014169457,1.8157894736842106,0.3157894736842105,0.8026315789473685,2.0,0.06578947368421052,0.8157894736842105,164.0,0,1
39.9546911,-75.202183,2.0,7,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,4.387096774193548,0.9548968305472834,0.967741935483871,0.1935483870967742,0.25806451612903225,3.0,0.0967741935483871,0.8709677419354839,21.0,0,1
39.9798649,-75.15404,1.0,0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6.0,5.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,305.0,0.0,1.0,8.0,0,0
39.928533,-75.160341,1.0,6,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.0,4.642857142857143,0.8698354767504927,0.8214285714285714,0.42857142857142855,0.42857142857142855,48.0,0.03571428571428571,0.9285714285714286,59.0,0,0
39.9550104,-75.1555984,1.0,7,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95.0,3.4105263157894736,1.1345140195124628,0.8210526315789474,0.35789473684210527,0.3473684210526316,4.0,0.18947368421052632,0.5263157894736842,259.0,0,0
40.0557918,-75.0455197,2.0,7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0.0,3.0,0.0,0.0,0.0,0.0,4355.0,0.0,0.0,0.0,1,0
39.9566244,-75.194436,2.0,6,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,4355.0,0.0,0.0,0.0,1,0
40.0860312,-74.9649713,2.0,7,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,3.261904761904762,1.5469801236291307,0.4523809523809524,0.047619047619047616,0.19047619047619047,1195.0,0.35714285714285715,0.5476190476190477,98.0,0,0
